<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.01.18	16:00:00	1.01558	1.01580	1.01205	1.01310	15074	0	10
2012.01.18	20:00:00	1.01307	1.01327	1.01093	1.01205	7369	0	20
2012.01.19	00:00:00	1.01203	1.01267	1.00992	1.01013	6103	0	20
2012.01.19	04:00:00	1.01012	1.01094	1.00943	1.01061	5623	0	35
2012.01.19	08:00:00	1.01062	1.01126	1.00875	1.00897	13675	0	10
2012.01.19	12:00:00	1.00899	1.00951	1.00694	1.00826	15729	0	10
2012.01.19	16:00:00	1.00824	1.01103	1.00749	1.01052	13321	0	10
2012.01.19	20:00:00	1.01053	1.01219	1.00990	1.01115	6534	0	35
2012.01.20	00:00:00	1.01118	1.01329	1.01093	1.01258	3905	0	35
2012.01.20	04:00:00	1.01256	1.01395	1.01239	1.01286	4934	0	35
2012.01.20	08:00:00	1.01291	1.01548	1.01193	1.01344	13642	0	10
2012.01.20	12:00:00	1.01344	1.01595	1.01241	1.01374	15223	0	10
2012.01.20	16:00:00	1.01372	1.01513	1.01301	1.01327	11531	0	10
2012.01.20	20:00:00	1.01329	1.01424	1.01151	1.01301	4129	0	24
2012.01.23	00:00:00	1.01513	1.01566	1.01409	1.01450	4139	0	20
2012.01.23	04:00:00	1.01451	1.01451	1.01250	1.01264	3781	0	10
2012.01.23	08:00:00	1.01267	1.01384	1.01028	1.01069	12835	0	10
2012.01.23	12:00:00	1.01068	1.01076	1.00529	1.00553	16310	0	10
2012.01.23	16:00:00	1.00555	1.00955	1.00517	1.00836	13500	0	3
2012.01.23	20:00:00	1.00837	1.00898	1.00662	1.00823	6780	0	19
2012.01.24	00:00:00	1.00824	1.00931	1.00711	1.00885	4428	0	20
2012.01.24	04:00:00	1.00887	1.00966	1.00744	1.00792	4342	0	10
2012.01.24	08:00:00	1.00791	1.01133	1.00753	1.01130	11709	0	10
2012.01.24	12:00:00	1.01129	1.01394	1.01072	1.01212	12754	0	10
2012.01.24	16:00:00	1.01214	1.01298	1.00852	1.01002	11447	0	3
2012.01.24	20:00:00	1.01002	1.01010	1.00871	1.00942	4592	0	4
2012.01.25	00:00:00	1.00943	1.01089	1.00898	1.01039	4023	0	20
2012.01.25	04:00:00	1.01039	1.01136	1.01032	1.01047	4176	0	10
2012.01.25	08:00:00	1.01040	1.01377	1.00988	1.01374	11635	0	10
2012.01.25	12:00:00	1.01371	1.01457	1.01164	1.01331	12787	0	10
2012.01.25	16:00:00	1.01330	1.01383	1.00448	1.00520	14559	0	10
2012.01.25	20:00:00	1.00519	1.00718	1.00271	1.00458	9787	0	20
2012.01.26	00:00:00	1.00456	1.00467	1.00322	1.00364	3698	0	20
2012.01.26	04:00:00	1.00360	1.00364	1.00130	1.00206	3428	0	35
2012.01.26	08:00:00	1.00209	1.00245	0.99920	1.00037	11057	0	10
2012.01.26	12:00:00	1.00036	1.00175	0.99930	0.99934	13788	0	10
2012.01.26	16:00:00	0.99931	1.00089	0.99807	1.00068	15630	0	10
2012.01.26	20:00:00	1.00069	1.00205	1.00044	1.00167	7179	0	8
2012.01.27	00:00:00	1.00167	1.00338	1.00141	1.00222	5750	0	20
2012.01.27	04:00:00	1.00222	1.00394	1.00149	1.00264	5839	0	10
2012.01.27	08:00:00	1.00263	1.00396	0.99982	0.99990	12981	0	10
2012.01.27	12:00:00	0.99994	1.00365	0.99863	1.00060	14043	0	10
2012.01.27	16:00:00	1.00061	1.00245	1.00024	1.00080	15983	0	10
2012.01.27	20:00:00	1.00078	1.00192	1.00037	1.00159	6370	0	18
2012.01.30	00:00:00	1.00141	1.00370	1.00094	1.00306	4735	0	20
2012.01.30	04:00:00	1.00305	1.00616	1.00191	1.00588	5372	0	10
2012.01.30	08:00:00	1.00589	1.00689	1.00424	1.00475	12983	0	10
2012.01.30	12:00:00	1.00477	1.00687	1.00371	1.00546	15171	0	10
2012.01.30	16:00:00	1.00549	1.00628	1.00202	1.00355	14050	0	10
2012.01.30	20:00:00	1.00348	1.00393	1.00112	1.00189	6997	0	20
2012.01.31	00:00:00	1.00188	1.00282	0.99994	1.00020	4415	0	20
2012.01.31	04:00:00	1.00018	1.00144	0.99978	1.00085	4560	0	35
2012.01.31	08:00:00	1.00084	1.00085	0.99788	0.99810	13657	0	10
2012.01.31	12:00:00	0.99815	0.99950	0.99647	0.99881	16565	0	10
2012.01.31	16:00:00	0.99881	1.00521	0.99864	1.00312	16388	0	10
2012.01.31	20:00:00	1.00318	1.00357	1.00183	1.00200	6625	0	3
2012.02.01	00:00:00	1.00200	1.00356	1.00156	1.00298	5911	0	20
2012.02.01	04:00:00	1.00299	1.00437	1.00216	1.00426	5630	0	10
2012.02.01	08:00:00	1.00423	1.00469	0.99908	0.99966	14789	0	10
2012.02.01	12:00:00	0.99965	1.00057	0.99694	0.99787	16510	0	10
2012.02.01	16:00:00	0.99785	0.99839	0.99626	0.99790	14045	0	10
2012.02.01	20:00:00	0.99792	0.99924	0.99722	0.99742	6902	0	20
2012.02.02	00:00:00	0.99744	0.99814	0.99670	0.99706	4573	0	20
2012.02.02	04:00:00	0.99705	0.99833	0.99684	0.99735	5067	0	3
2012.02.02	08:00:00	0.99734	1.00021	0.99687	0.99934	14389	0	10
2012.02.02	12:00:00	0.99935	1.00088	0.99815	0.99904	16927	0	10
2012.02.02	16:00:00	0.99903	1.00040	0.99707	0.99921	14664	0	10
2012.02.02	20:00:00	0.99928	0.99958	0.99875	0.99915	6290	0	16
2012.02.03	00:00:00	0.99914	1.00033	0.99903	0.99910	4587	0	23
2012.02.03	04:00:00	0.99910	0.99972	0.99880	0.99897	4616	0	10
2012.02.03	08:00:00	0.99903	0.99980	0.99800	0.99905	14061	0	10
2012.02.03	12:00:00	0.99906	1.00313	0.99719	0.99757	16243	0	3
2012.02.03	16:00:00	0.99758	0.99792	0.99262	0.99347	15630	0	10
2012.02.03	20:00:00	0.99352	0.99406	0.99271	0.99329	5228	0	20
2012.02.06	00:00:00	0.99348	0.99542	0.99276	0.99478	5785	0	20
2012.02.06	04:00:00	0.99480	0.99640	0.99405	0.99613	5631	0	10
2012.02.06	08:00:00	0.99618	0.99797	0.99502	0.99766	14106	0	10
2012.02.06	12:00:00	0.99767	0.99927	0.99583	0.99696	15273	0	10
2012.02.06	16:00:00	0.99694	0.99807	0.99463	0.99672	14854	0	10
2012.02.06	20:00:00	0.99673	0.99688	0.99528	0.99596	6231	0	6
2012.02.07	00:00:00	0.99598	0.99674	0.99553	0.99661	5056	0	20
2012.02.07	04:00:00	0.99661	0.99735	0.99511	0.99733	8149	0	10
2012.02.07	08:00:00	0.99709	0.99710	0.99510	0.99656	14338	0	10
2012.02.07	12:00:00	0.99650	0.99934	0.99548	0.99655	16347	0	10
2012.02.07	16:00:00	0.99661	0.99797	0.99394	0.99509	15945	0	10
2012.02.07	20:00:00	0.99506	0.99581	0.99415	0.99457	7882	0	20
2012.02.08	00:00:00	0.99458	0.99584	0.99421	0.99531	4750	0	20
2012.02.08	04:00:00	0.99533	0.99580	0.99392	0.99415	5374	0	10
2012.02.08	08:00:00	0.99413	0.99558	0.99340	0.99546	11480	0	10
2012.02.08	12:00:00	0.99543	0.99570	0.99339	0.99373	13281	0	10
2012.02.08	16:00:00	0.99375	0.99885	0.99334	0.99644	14312	0	10
2012.02.08	20:00:00	0.99645	0.99673	0.99533	0.99621	6356	0	20
2012.02.09	00:00:00	0.99620	0.99785	0.99564	0.99620	6224	0	20
2012.02.09	04:00:00	0.99621	0.99698	0.99439	0.99473	6434	0	10
2012.02.09	08:00:00	0.99474	0.99606	0.99412	0.99517	13141	0	10
2012.02.09	12:00:00	0.99515	0.99739	0.99249	0.99316	16687	0	10
2012.02.09	16:00:00	0.99313	0.99607	0.99294	0.99459	12820	0	10
2012.02.09	20:00:00	0.99460	0.99540	0.99427	0.99508	5761	0	20
2012.02.10	00:00:00	0.99509	0.99624	0.99485	0.99567	5291	0	20
2012.02.10	04:00:00	0.99567	0.99748	0.99551	0.99714	5310	0	20
2012.02.10	08:00:00	0.99716	0.99935	0.99663	0.99838	10760	0	30
2012.02.10	12:00:00	0.99841	1.00378	0.99837	1.00162	16884	0	10
2012.02.10	16:00:00	1.00158	1.00257	1.00056	1.00228	13265	0	10
2012.02.10	20:00:00	1.00232	1.00303	1.00089	1.00130	5311	0	20
2012.02.13	00:00:00	1.00011	1.00088	0.99952	1.00017	6248	0	20
2012.02.13	04:00:00	1.00016	1.00034	0.99850	0.99937	5541	0	10
2012.02.13	08:00:00	0.99938	0.99982	0.99705	0.99787	13523	0	10
2012.02.13	12:00:00	0.99786	1.00006	0.99733	0.99966	13341	0	10
2012.02.13	16:00:00	0.99966	1.00095	0.99830	0.99887	13612	0	10
2012.02.13	20:00:00	0.99886	1.00062	0.99849	1.00050	6088	0	20
2012.02.14	00:00:00	1.00051	1.00204	0.99956	1.00150	5479	0	32
2012.02.14	04:00:00	1.00151	1.00253	1.00070	1.00131	5424	0	35
2012.02.14	08:00:00	1.00130	1.00186	0.99774	0.99843	11154	0	10
2012.02.14	12:00:00	0.99842	1.00100	0.99790	0.99987	12314	0	10
2012.02.14	16:00:00	0.99988	1.00116	0.99855	1.00003	12008	0	10
2012.02.14	20:00:00	1.00004	1.00200	0.99839	0.99877	7329	0	20
2012.02.15	00:00:00	0.99877	1.00023	0.99707	0.99711	6018	0	20
2012.02.15	04:00:00	0.99712	0.99751	0.99459	0.99545	7601	0	10
2012.02.15	08:00:00	0.99545	0.99588	0.99393	0.99478	12992	0	10
2012.02.15	12:00:00	0.99477	0.99722	0.99375	0.99596	15311	0	10
2012.02.15	16:00:00	0.99597	0.99899	0.99590	0.99781	13084	0	16
2012.02.15	20:00:00	0.99779	1.00029	0.99760	1.00015	8712	0	20
2012.02.16	00:00:00	1.00014	1.00266	0.99961	1.00228	6246	0	20
2012.02.16	04:00:00	1.00228	1.00290	1.00163	1.00261	7089	0	10
2012.02.16	08:00:00	1.00262	1.00504	1.00120	1.00385	13990	0	10
2012.02.16	12:00:00	1.00385	1.00401	0.99963	0.99980	14459	0	10
2012.02.16	16:00:00	0.99975	1.00039	0.99519	0.99610	15744	0	10
2012.02.16	20:00:00	0.99600	0.99707	0.99553	0.99659	7599	0	18
2012.02.17	00:00:00	0.99660	0.99703	0.99504	0.99519	5588	0	20
2012.02.17	04:00:00	0.99518	0.99641	0.99502	0.99616	4823	0	35
2012.02.17	08:00:00	0.99614	0.99655	0.99473	0.99552	9274	0	35
2012.02.17	12:00:00	0.99553	0.99613	0.99399	0.99559	12429	0	35
2012.02.17	16:00:00	0.99560	0.99835	0.99553	0.99587	12237	0	10
2012.02.17	20:00:00	0.99586	0.99710	0.99528	0.99663	3930	0	35
2012.02.20	00:00:00	0.99308	0.99308	0.99124	0.99202	6523	0	20
2012.02.20	04:00:00	0.99201	0.99280	0.99185	0.99243	4337	0	10
2012.02.20	08:00:00	0.99240	0.99419	0.99171	0.99188	11448	0	10
2012.02.20	12:00:00	0.99186	0.99415	0.99053	0.99344	10295	0	10
2012.02.20	16:00:00	0.99343	0.99376	0.99167	0.99325	6662	0	10
2012.02.20	20:00:00	0.99321	0.99418	0.99273	0.99412	3549	0	20
2012.02.21	00:00:00	0.99409	0.99630	0.99335	0.99440	6401	0	6
2012.02.21	04:00:00	0.99441	0.99508	0.99230	0.99290	6733	0	17
2012.02.21	08:00:00	0.99295	0.99667	0.99272	0.99634	11342	0	10
2012.02.21	12:00:00	0.99637	0.99751	0.99504	0.99658	14371	0	10
2012.02.21	16:00:00	0.99658	0.99701	0.99468	0.99540	10556	0	10
2012.02.21	20:00:00	0.99537	0.99740	0.99500	0.99703	5898	0	3
2012.02.22	00:00:00	0.99705	0.99872	0.99634	0.99833	5262	0	35
2012.02.22	04:00:00	0.99832	0.99833	0.99563	0.99573	5618	0	10
2012.02.22	08:00:00	0.99572	0.99835	0.99530	0.99742	10263	0	10
2012.02.22	12:00:00	0.99743	1.00129	0.99641	1.00058	12581	0	10
2012.02.22	16:00:00	1.00066	1.00188	0.99872	0.99910	13974	0	10
2012.02.22	20:00:00	0.99920	1.00026	0.99886	0.99986	6097	0	20
2012.02.23	00:00:00	0.99986	1.00089	0.99905	0.99919	4797	0	20
2012.02.23	04:00:00	0.99920	0.99960	0.99808	0.99810	4760	0	10
2012.02.23	08:00:00	0.99808	0.99876	0.99571	0.99813	12278	0	10
2012.02.23	12:00:00	0.99812	0.99962	0.99523	0.99892	12272	0	10
2012.02.23	16:00:00	0.99896	0.99947	0.99687	0.99869	13417	0	10
2012.02.23	20:00:00	0.99866	0.99884	0.99672	0.99677	6781	0	18
2012.02.24	00:00:00	0.99685	0.99770	0.99670	0.99759	4521	0	20
2012.02.24	04:00:00	0.99758	0.99881	0.99700	0.99799	5251	0	10
2012.02.24	08:00:00	0.99798	0.99865	0.99653	0.99729	13389	0	10
2012.02.24	12:00:00	0.99726	0.99964	0.99647	0.99868	14092	0	10
2012.02.24	16:00:00	0.99869	0.99920	0.99714	0.99873	12773	0	10
2012.02.24	20:00:00	0.99870	1.00017	0.99851	0.99930	4595	0	20
2012.02.27	00:00:00	0.99940	1.00081	0.99886	1.00061	4699	0	20
2012.02.27	04:00:00	1.00060	1.00179	1.00005	1.00143	4282	0	10
2012.02.27	08:00:00	1.00142	1.00476	1.00049	1.00442	11095	0	10
2012.02.27	12:00:00	1.00437	1.00487	1.00229	1.00265	12936	0	10
2012.02.27	16:00:00	1.00266	1.00274	0.99752	0.99912	13190	0	10
2012.02.27	20:00:00	0.99911	0.99929	0.99774	0.99878	6146	0	20
2012.02.28	00:00:00	0.99879	0.99879	0.99715	0.99758	3700	0	35
2012.02.28	04:00:00	0.99757	0.99759	0.99460	0.99553	5081	0	10
2012.02.28	08:00:00	0.99551	0.99650	0.99407	0.99565	10882	0	10
2012.02.28	12:00:00	0.99568	0.99842	0.99462	0.99719	12010	0	10
2012.02.28	16:00:00	0.99713	0.99779	0.99484	0.99692	13119	0	10
2012.02.28	20:00:00	0.99692	0.99702	0.99461	0.99502	5591	0	20
2012.02.29	00:00:00	0.99501	0.99503	0.99304	0.99327	3750	0	35
2012.02.29	04:00:00	0.99326	0.99384	0.99297	0.99327	3952	0	35
2012.02.29	08:00:00	0.99326	0.99369	0.98911	0.98950	11351	0	10
2012.02.29	12:00:00	0.98951	0.99043	0.98691	0.98792	14943	0	10
2012.02.29	16:00:00	0.98791	0.99016	0.98440	0.98773	18329	0	10
2012.02.29	20:00:00	0.98773	0.99076	0.98680	0.98899	8617	0	20
2012.03.01	00:00:00	0.98898	0.98933	0.98785	0.98885	5353	0	20
2012.03.01	04:00:00	0.98884	0.98957	0.98800	0.98946	5370	0	10
2012.03.01	08:00:00	0.98945	0.98992	0.98695	0.98780	12759	0	10
2012.03.01	12:00:00	0.98783	0.98784	0.98408	0.98500	13994	0	10
2012.03.01	16:00:00	0.98499	0.98674	0.98415	0.98477	13673	0	10
2012.03.01	20:00:00	0.98475	0.98618	0.98418	0.98517	6732	0	23
2012.03.02	00:00:00	0.98518	0.98602	0.98470	0.98602	3670	0	20
2012.03.02	04:00:00	0.98601	0.98663	0.98582	0.98607	4340	0	10
2012.03.02	08:00:00	0.98612	0.98804	0.98601	0.98689	11171	0	10
2012.03.02	12:00:00	0.98692	0.98822	0.98611	0.98787	13689	0	10
2012.03.02	16:00:00	0.98787	0.98929	0.98682	0.98873	12131	0	10
2012.03.02	20:00:00	0.98872	0.98955	0.98785	0.98886	5079	0	23
2012.03.05	00:00:00	0.99005	0.99031	0.98843	0.99004	3890	0	20
2012.03.05	04:00:00	0.99006	0.99055	0.98955	0.99009	4140	0	10
2012.03.05	08:00:00	0.99010	0.99460	0.98990	0.99442	12175	0	10
2012.03.05	12:00:00	0.99434	0.99590	0.99207	0.99352	12722	0	10
2012.03.05	16:00:00	0.99347	0.99542	0.99274	0.99397	12990	0	10
2012.03.05	20:00:00	0.99398	0.99468	0.99320	0.99450	6062	0	20
2012.03.06	00:00:00	0.99450	0.99540	0.99354	0.99525	3538	0	20
2012.03.06	04:00:00	0.99526	0.99657	0.99470	0.99482	4908	0	35
2012.03.06	08:00:00	0.99484	1.00083	0.99436	0.99988	11930	0	10
2012.03.06	12:00:00	0.99988	1.00239	0.99792	1.00136	14582	0	10
2012.03.06	16:00:00	1.00136	1.00275	0.99970	1.00123	14751	0	10
2012.03.06	20:00:00	1.00123	1.00225	1.00032	1.00155	6152	0	20
2012.03.07	00:00:00	1.00154	1.00172	0.99980	0.99983	3694	0	20
2012.03.07	04:00:00	0.99987	1.00103	0.99929	0.99942	4267	0	10
2012.03.07	08:00:00	0.99943	1.00096	0.99864	1.00002	11536	0	10
2012.03.07	12:00:00	1.00005	1.00235	0.99987	1.00056	11072	0	10
2012.03.07	16:00:00	1.00057	1.00221	0.99891	0.99937	13360	0	10
2012.03.07	20:00:00	0.99937	0.99971	0.99727	0.99760	5860	0	20
2012.03.08	00:00:00	0.99758	0.99889	0.99658	0.99680	4424	0	24
2012.03.08	04:00:00	0.99678	0.99678	0.99535	0.99610	4424	0	10
2012.03.08	08:00:00	0.99615	0.99635	0.99411	0.99561	11406	0	10
2012.03.08	12:00:00	0.99560	0.99603	0.99144	0.99318	13231	0	10
2012.03.08	16:00:00	0.99319	0.99413	0.99044	0.99117	13064	0	10
2012.03.08	20:00:00	0.99115	0.99140	0.98916	0.99005	6704	0	18
2012.03.09	00:00:00	0.99007	0.99142	0.98920	0.98935	4332	0	20
2012.03.09	04:00:00	0.98937	0.99159	0.98910	0.99031	5120	0	10
2012.03.09	08:00:00	0.99028	0.99198	0.98941	0.99196	9701	0	10
2012.03.09	12:00:00	0.99196	0.99312	0.98782	0.99009	14106	0	10
2012.03.09	16:00:00	0.99007	0.99015	0.98716	0.98954	11045	0	16
2012.03.09	20:00:00	0.98951	0.99118	0.98927	0.99033	4541	0	20
2012.03.12	00:00:00	0.99043	0.99282	0.99010	0.99264	4436	0	20
2012.03.12	04:00:00	0.99261	0.99280	0.99144	0.99158	4814	0	10
2012.03.12	08:00:00	0.99149	0.99197	0.98984	0.99066	11351	0	10
2012.03.12	12:00:00	0.99068	0.99462	0.99068	0.99331	13799	0	10
2012.03.12	16:00:00	0.99330	0.99434	0.99250	0.99336	11194	0	10
2012.03.12	20:00:00	0.99342	0.99352	0.99178	0.99220	3887	0	10
2012.03.13	00:00:00	0.99221	0.99231	0.99013	0.99064	4015	0	20
2012.03.13	04:00:00	0.99063	0.99135	0.98959	0.99010	4079	0	30
2012.03.13	08:00:00	0.99009	0.99141	0.98933	0.99004	7953	0	19
2012.03.13	12:00:00	0.99002	0.99234	0.98889	0.99082	12765	0	10
2012.03.13	16:00:00	0.99084	0.99257	0.98909	0.99132	9679	0	10
2012.03.13	20:00:00	0.99135	0.99152	0.98794	0.98825	6660	0	23
2012.03.14	00:00:00	0.98823	0.98951	0.98812	0.98901	3579	0	26
2012.03.14	04:00:00	0.98900	0.99083	0.98814	0.99038	4789	0	10
2012.03.14	08:00:00	0.99039	0.99370	0.98995	0.99042	9939	0	10
2012.03.14	12:00:00	0.99041	0.99175	0.98837	0.99079	13657	0	10
2012.03.14	16:00:00	0.99077	0.99347	0.99068	0.99319	11139	0	16
2012.03.14	20:00:00	0.99320	0.99433	0.99195	0.99300	4592	0	23
2012.03.15	00:00:00	0.99298	0.99473	0.99289	0.99334	4447	0	35
2012.03.15	04:00:00	0.99332	0.99381	0.99257	0.99305	3788	0	35
2012.03.15	08:00:00	0.99306	0.99388	0.99147	0.99331	11643	0	10
2012.03.15	12:00:00	0.99333	0.99468	0.99133	0.99304	14259	0	10
2012.03.15	16:00:00	0.99304	0.99456	0.99045	0.99104	11984	0	10
2012.03.15	20:00:00	0.99105	0.99224	0.99103	0.99215	4727	0	16
2012.03.16	00:00:00	0.99213	0.99270	0.99143	0.99151	3366	0	20
2012.03.16	04:00:00	0.99150	0.99301	0.99133	0.99285	3915	0	10
2012.03.16	08:00:00	0.99282	0.99394	0.99260	0.99324	8854	0	10
2012.03.16	12:00:00	0.99323	0.99333	0.98994	0.99147	14665	0	10
2012.03.16	16:00:00	0.99141	0.99247	0.99073	0.99130	8119	0	10
2012.03.16	20:00:00	0.99129	0.99203	0.99092	0.99144	2221	0	23
2012.03.19	00:00:00	0.99116	0.99136	0.98974	0.99130	3649	0	20
2012.03.19	04:00:00	0.99132	0.99135	0.99034	0.99064	3995	0	10
2012.03.19	08:00:00	0.99065	0.99298	0.99062	0.99188	10353	0	10
2012.03.19	12:00:00	0.99189	0.99236	0.98977	0.99033	12640	0	10
2012.03.19	16:00:00	0.99027	0.99069	0.98594	0.98645	11377	0	10
2012.03.19	20:00:00	0.98645	0.98774	0.98629	0.98694	4246	0	20
2012.03.20	00:00:00	0.98694	0.98871	0.98691	0.98869	3760	0	20
2012.03.20	04:00:00	0.98868	0.98868	0.98756	0.98784	4049	0	10
2012.03.20	08:00:00	0.98788	0.99188	0.98779	0.99159	11596	0	10
2012.03.20	12:00:00	0.99160	0.99675	0.99040	0.99301	12866	0	10
2012.03.20	16:00:00	0.99299	0.99415	0.99077	0.99148	9254	0	10
2012.03.20	20:00:00	0.99150	0.99203	0.99112	0.99130	4157	0	20
2012.03.21	00:00:00	0.99130	0.99136	0.98876	0.98914	4876	0	20
2012.03.21	04:00:00	0.98912	0.99013	0.98850	0.98863	4986	0	10
2012.03.21	08:00:00	0.98864	0.98987	0.98733	0.98941	11233	0	10
2012.03.21	12:00:00	0.98934	0.99318	0.98903	0.99316	14708	0	10
