<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.07.15	04:00:00	192.928	193.214	192.880	193.060	15021	0	22
2015.07.15	08:00:00	193.059	193.607	192.868	193.269	37630	0	22
2015.07.15	12:00:00	193.270	193.360	192.730	193.104	36908	0	23
2015.07.15	16:00:00	193.106	193.748	192.989	193.586	48373	0	22
2015.07.15	20:00:00	193.583	193.700	193.240	193.506	21603	0	29
2015.07.16	00:00:00	193.470	193.848	193.361	193.618	20943	0	31
2015.07.16	04:00:00	193.618	193.678	193.302	193.422	20098	0	29
2015.07.16	08:00:00	193.422	193.872	193.328	193.503	36601	0	23
2015.07.16	12:00:00	193.504	193.767	193.022	193.479	44024	0	23
2015.07.16	16:00:00	193.479	193.698	193.233	193.630	35976	0	22
2015.07.16	20:00:00	193.626	193.920	193.617	193.764	16494	0	28
2015.07.17	00:00:00	193.739	193.858	193.668	193.795	15231	0	32
2015.07.17	04:00:00	193.795	194.063	193.756	193.929	13016	0	23
2015.07.17	08:00:00	193.929	194.364	193.797	194.099	31130	0	23
2015.07.17	12:00:00	194.099	194.234	193.115	193.336	33295	0	22
2015.07.17	16:00:00	193.334	193.946	192.858	193.806	31079	0	22
2015.07.17	20:00:00	193.806	193.891	193.507	193.578	11613	0	31
2015.07.20	00:00:00	193.458	193.742	193.439	193.684	8071	0	26
2015.07.20	04:00:00	193.684	193.693	193.496	193.593	11646	0	29
2015.07.20	08:00:00	193.591	193.934	193.453	193.499	29276	0	23
2015.07.20	12:00:00	193.499	193.593	193.041	193.366	35476	0	24
2015.07.20	16:00:00	193.366	193.890	193.295	193.620	30765	0	22
2015.07.20	20:00:00	193.625	193.663	193.278	193.371	15697	0	23
2015.07.21	00:00:00	193.368	193.648	193.327	193.599	12242	0	29
2015.07.21	04:00:00	193.599	193.635	193.418	193.607	15757	0	28
2015.07.21	08:00:00	193.607	193.854	193.559	193.593	36803	0	23
2015.07.21	12:00:00	193.591	193.686	193.038	193.319	41826	0	23
2015.07.21	16:00:00	193.317	193.390	192.515	192.721	58759	0	19
2015.07.21	20:00:00	192.721	192.855	192.597	192.658	36034	0	18
2015.07.22	00:00:00	192.615	192.812	192.552	192.753	23656	0	26
2015.07.22	04:00:00	192.752	192.770	192.292	192.639	35043	0	15
2015.07.22	08:00:00	192.638	193.626	192.405	193.386	56275	0	13
2015.07.22	12:00:00	193.384	193.595	193.079	193.521	64160	0	17
2015.07.22	16:00:00	193.521	193.972	193.297	193.461	63993	0	13
2015.07.22	20:00:00	193.461	193.642	193.370	193.501	29550	0	19
2015.07.23	00:00:00	193.468	193.760	193.447	193.701	28320	0	23
2015.07.23	04:00:00	193.701	193.788	193.551	193.769	27484	0	17
2015.07.23	08:00:00	193.767	193.908	192.915	193.024	34470	21018352000	21
2015.07.23	12:00:00	193.024	193.385	192.878	192.997	38206	27277403000	29
2015.07.23	16:00:00	192.997	193.042	191.923	192.025	41791	35655624000	29
2015.07.23	20:00:00	192.024	192.204	191.922	192.184	21827	17607695000	22
2015.07.24	00:00:00	192.131	192.452	192.074	192.406	10391	7560790000	27
2015.07.24	04:00:00	192.406	192.435	192.062	192.169	14942	9855159000	22
2015.07.24	08:00:00	192.170	192.311	191.638	192.011	25271	19822687000	23
2015.07.24	12:00:00	192.011	192.207	191.837	191.907	33188	27835557000	22
2015.07.24	16:00:00	191.905	192.098	191.678	191.883	37988	28145077000	29
2015.07.24	20:00:00	191.882	192.105	191.788	192.051	14312	12102495000	32
2015.07.27	00:00:00	191.952	192.186	191.799	191.941	10318	7120978000	31
2015.07.27	04:00:00	191.941	192.174	191.544	191.764	18189	12400402000	29
2015.07.27	08:00:00	191.766	191.924	191.073	191.678	34127	25909095000	29
2015.07.27	12:00:00	191.678	191.748	190.995	191.218	38373	29955857000	29
2015.07.27	16:00:00	191.217	192.186	191.217	191.807	39973	30698375000	29
2015.07.27	20:00:00	191.806	191.858	191.619	191.740	16188	12424427000	15
2015.07.28	00:00:00	191.740	191.856	191.596	191.596	12050	9121246000	28
2015.07.28	04:00:00	191.596	192.366	191.437	192.326	18578	13227378000	29
2015.07.28	08:00:00	192.326	192.816	191.961	192.766	34522	26406310000	29
2015.07.28	12:00:00	192.766	193.219	192.678	192.876	37482	28634004000	29
2015.07.28	16:00:00	192.877	193.018	192.474	192.764	38420	26014976000	29
2015.07.28	20:00:00	192.762	192.926	192.740	192.867	14183	11787453000	24
2015.07.29	00:00:00	192.914	192.983	192.735	192.805	12578	9226538000	29
2015.07.29	04:00:00	192.806	192.898	192.565	192.633	14091	9561199000	26
2015.07.29	08:00:00	192.633	193.127	192.552	193.037	29150	23776148000	21
2015.07.29	12:00:00	193.037	193.646	192.976	193.586	34117	26437726000	29
2015.07.29	16:00:00	193.586	194.157	193.375	193.383	38358	31109773000	29
2015.07.29	20:00:00	193.383	193.536	193.071	193.386	31269	27368903000	29
2015.07.30	00:00:00	193.254	193.561	193.184	193.510	13740	10089957000	21
2015.07.30	04:00:00	193.517	193.818	193.506	193.619	14625	10175891000	28
2015.07.30	08:00:00	193.615	193.950	193.467	193.896	30241	23144843000	29
2015.07.30	12:00:00	193.894	194.492	193.828	194.316	39345	30809258000	29
2015.07.30	16:00:00	194.319	194.575	193.574	193.757	45809	36000350000	29
2015.07.30	20:00:00	193.756	193.885	193.608	193.648	19198	17887159000	29
2015.07.31	00:00:00	193.586	193.806	193.327	193.431	16822	13054124000	29
2015.07.31	04:00:00	193.430	193.566	193.354	193.537	15561	10323962000	29
2015.07.31	08:00:00	193.537	193.741	193.162	193.361	33193	25470927000	29
2015.07.31	12:00:00	193.363	193.989	193.322	193.822	44511	34749329000	29
2015.07.31	16:00:00	193.832	193.912	193.150	193.693	47932	39219668000	29
2015.07.31	20:00:00	193.696	193.769	193.407	193.429	20657	18547482000	21
2015.08.03	00:00:00	193.612	193.966	193.479	193.747	12642	11095578000	29
2015.08.03	04:00:00	193.747	193.807	193.582	193.724	15989	11970682000	16
2015.08.03	08:00:00	193.720	194.228	193.707	193.962	28647	22995552000	29
2015.08.03	12:00:00	193.962	194.019	193.408	193.561	38442	30137912000	29
2015.08.03	16:00:00	193.563	193.740	193.033	193.096	42225	33054657000	29
2015.08.03	20:00:00	193.089	193.296	193.031	193.296	17858	16455262000	29
2015.08.04	00:00:00	193.280	193.313	193.107	193.146	15545	12103577000	29
2015.08.04	04:00:00	193.144	193.538	193.116	193.367	17243	12194259000	30
2015.08.04	08:00:00	193.367	193.556	193.098	193.169	35894	28478786000	29
2015.08.04	12:00:00	193.169	193.671	193.146	193.480	38281	32194735000	29
2015.08.04	16:00:00	193.482	193.814	193.035	193.747	40577	33785418000	29
2015.08.04	20:00:00	193.745	193.772	193.375	193.519	27653	24898995000	29
2015.08.05	00:00:00	193.507	193.603	193.415	193.526	17611	13096735000	29
2015.08.05	04:00:00	193.527	193.565	193.205	193.302	18457	12144261000	18
2015.08.05	08:00:00	193.302	194.089	193.186	193.808	33671	26457745000	29
2015.08.05	12:00:00	193.808	194.447	193.621	194.310	42176	33630909000	29
2015.08.05	16:00:00	194.310	195.209	194.276	194.869	48301	39201387000	29
2015.08.05	20:00:00	194.870	194.898	194.676	194.707	21467	18356222000	29
2015.08.06	00:00:00	194.698	194.919	194.623	194.879	15318	12096256000	29
2015.08.06	04:00:00	194.878	194.995	194.750	194.917	16599	12119233000	24
2015.08.06	08:00:00	194.921	195.240	194.698	194.885	28535	21815473000	29
2015.08.06	12:00:00	194.885	195.024	193.160	193.947	42643	32785223000	29
2015.08.06	16:00:00	193.947	193.968	193.112	193.516	39219	28406377000	29
2015.08.06	20:00:00	193.517	193.549	193.376	193.445	14589	11122407000	26
2015.08.07	00:00:00	193.393	193.538	193.357	193.521	11248	7823317000	30
2015.08.07	04:00:00	193.521	193.663	193.361	193.586	15384	10278751000	29
2015.08.07	08:00:00	193.586	193.715	193.200	193.680	29178	22659365000	29
2015.08.07	12:00:00	193.680	193.771	193.143	193.437	38000	30192182000	29
2015.08.07	16:00:00	193.437	193.453	191.967	192.298	51155	35530545000	29
2015.08.07	20:00:00	192.301	192.482	192.158	192.388	15314	9560309000	29
2015.08.10	00:00:00	192.254	192.631	192.252	192.597	7883	5833988000	25
2015.08.10	04:00:00	192.597	192.653	192.482	192.645	13270	8561642000	27
2015.08.10	08:00:00	192.652	192.990	192.590	192.594	21500	15653343000	29
2015.08.10	12:00:00	192.592	193.388	192.572	193.357	34015	25248445000	29
2015.08.10	16:00:00	193.354	194.339	193.196	194.230	37369	24215633000	29
2015.08.10	20:00:00	194.229	194.445	193.978	194.219	16970	11074451000	30
2015.08.11	00:00:00	194.233	194.401	194.031	194.354	12719	9031088000	29
2015.08.11	04:00:00	194.353	194.497	193.966	194.148	29153	19200094000	30
2015.08.11	08:00:00	194.149	194.903	194.110	194.721	38836	28942183000	29
2015.08.11	12:00:00	194.721	194.832	194.405	194.524	36634	26703972000	29
2015.08.11	16:00:00	194.523	194.826	194.260	194.818	43511	32572057000	29
2015.08.11	20:00:00	194.819	194.982	194.653	194.697	18374	14907722000	30
2015.08.12	00:00:00	194.763	195.009	194.757	194.946	14111	11359570000	31
2015.08.12	04:00:00	194.948	195.014	194.489	194.783	24073	14784460000	29
2015.08.12	08:00:00	194.785	194.836	193.408	194.080	43712	31371452000	29
2015.08.12	12:00:00	194.080	194.160	193.479	193.897	44590	33432590000	29
2015.08.12	16:00:00	193.895	193.984	193.447	193.938	50053	37721668000	26
2015.08.12	20:00:00	193.938	194.066	193.772	193.816	24564	19475658000	29
2015.08.13	00:00:00	193.830	194.172	193.812	194.137	12647	7204614000	30
2015.08.13	04:00:00	194.136	194.401	193.961	194.356	22052	13529771000	29
2015.08.13	08:00:00	194.355	194.720	194.297	194.439	30486	21653408000	29
2015.08.13	12:00:00	194.439	194.654	194.305	194.313	32291	25253316000	22
2015.08.13	16:00:00	194.313	194.317	193.657	194.142	40338	31196972000	29
2015.08.13	20:00:00	194.142	194.318	194.052	194.128	17325	13227474000	29
2015.08.14	00:00:00	194.150	194.281	194.128	194.252	13369	8871902000	22
2015.08.14	04:00:00	194.252	194.396	194.177	194.230	15916	8775616000	31
2015.08.14	08:00:00	194.229	194.281	193.833	193.961	28884	21061507000	29
2015.08.14	12:00:00	193.961	194.230	193.841	194.229	33042	24653380000	29
2015.08.14	16:00:00	194.229	194.521	193.892	194.346	35000	27493299000	29
2015.08.14	20:00:00	194.345	194.555	194.272	194.431	13064	10590367000	29
2015.08.17	00:00:00	194.486	194.686	194.396	194.633	10678	9622725000	32
2015.08.17	04:00:00	194.635	194.739	194.533	194.595	13792	9246654000	29
2015.08.17	08:00:00	194.595	195.153	194.559	194.756	30141	24228651000	29
2015.08.17	12:00:00	194.756	194.902	194.264	194.333	33573	27918745000	29
2015.08.17	16:00:00	194.336	194.416	193.762	193.836	30536	22633993000	29
2015.08.17	20:00:00	193.838	194.038	193.718	193.744	15428	11449626000	29
2015.08.18	00:00:00	193.757	193.937	193.716	193.917	12491	8653680000	29
2015.08.18	04:00:00	193.916	194.076	193.832	193.974	16326	11836964000	29
2015.08.18	08:00:00	193.973	194.801	193.522	194.766	33046	25797442000	29
2015.08.18	12:00:00	194.768	195.262	194.693	195.098	34854	27262110000	29
2015.08.18	16:00:00	195.098	195.182	194.565	194.669	36155	28356184000	29
2015.08.18	20:00:00	194.671	194.863	194.668	194.717	14141	11650334000	29
2015.08.19	00:00:00	194.743	194.879	194.675	194.857	13940	9585826000	33
2015.08.19	04:00:00	194.856	194.922	194.629	194.813	18223	13322784000	29
2015.08.19	08:00:00	194.813	195.001	194.682	194.796	31295	23552427000	29
2015.08.19	12:00:00	194.796	195.020	194.577	194.738	33177	26929400000	29
2015.08.19	16:00:00	194.738	194.918	194.010	194.104	40859	28900334000	29
2015.08.19	20:00:00	194.116	194.486	193.962	193.969	38650	35945628000	29
2015.08.20	00:00:00	194.007	194.480	193.979	194.390	18537	14425876000	29
2015.08.20	04:00:00	194.390	194.527	194.195	194.363	16286	10267656000	29
2015.08.20	08:00:00	194.365	194.527	193.464	193.508	37710	28137481000	29
2015.08.20	12:00:00	193.518	194.343	193.278	194.089	39573	29062142000	29
2015.08.20	16:00:00	194.090	194.149	193.494	193.556	44942	33272861000	29
2015.08.20	20:00:00	193.556	193.796	193.364	193.492	24801	19729650000	29
2015.08.21	00:00:00	193.521	193.744	193.463	193.661	15025	11727630000	29
2015.08.21	04:00:00	193.663	193.702	192.693	192.938	28665	19471207000	29
2015.08.21	08:00:00	192.938	193.323	192.779	193.251	38274	29590444000	29
2015.08.21	12:00:00	193.251	193.280	192.007	192.223	42273	34925367000	29
2015.08.21	16:00:00	192.223	192.471	191.327	191.391	57789	45883466000	29
2015.08.21	20:00:00	191.391	192.066	191.309	191.391	33702	27299349000	29
2015.08.24	00:00:00	191.044	191.404	189.988	190.566	27887	24595080000	29
2015.08.24	04:00:00	190.566	190.703	189.320	189.977	46710	31456479000	29
2015.08.24	08:00:00	189.977	190.024	188.421	189.602	54439	5541915000	24
2015.08.24	12:00:00	189.602	189.652	188.122	188.649	54349	11777793000	23
2015.08.24	16:00:00	188.645	188.688	183.194	187.589	74712	56482250000	29
2015.08.24	20:00:00	187.587	188.100	186.665	186.688	45677	41927352000	29
2015.08.25	00:00:00	186.721	187.663	186.271	187.392	27417	20207038000	29
2015.08.25	04:00:00	187.389	189.241	187.353	188.627	40479	25169115000	29
2015.08.25	08:00:00	188.628	189.188	187.397	188.514	58349	41691654000	29
2015.08.25	12:00:00	188.514	189.984	188.481	189.228	62153	48143342000	29
2015.08.25	16:00:00	189.221	189.367	187.924	188.218	65766	52619750000	29
2015.08.25	20:00:00	188.214	188.256	186.060	186.350	47950	41320433000	27
2015.08.26	00:00:00	186.338	187.407	185.889	186.818	27369	19663588000	29
2015.08.26	04:00:00	186.815	187.928	186.486	187.700	34168	21158346000	29
2015.08.26	08:00:00	187.700	188.080	187.014	187.332	50767	40417372000	29
2015.08.26	12:00:00	187.335	187.454	186.037	186.551	51810	45950425000	29
2015.08.26	16:00:00	186.551	186.693	184.142	184.819	68957	52122535000	29
2015.08.26	20:00:00	184.816	185.552	184.576	185.136	42395	34798050000	29
2015.08.27	00:00:00	185.253	186.246	185.224	185.727	27055	19158770000	29
2015.08.27	04:00:00	185.727	186.497	185.660	185.825	29809	21141719000	29
2015.08.27	08:00:00	185.825	186.693	185.482	186.351	46386	37240705000	29
2015.08.27	12:00:00	186.349	186.435	185.431	185.943	43539	33641141000	29
2015.08.27	16:00:00	185.943	186.799	185.469	186.748	57693	41553250000	29
2015.08.27	20:00:00	186.750	186.819	185.873	186.304	39771	30682802000	29
2015.08.28	00:00:00	186.321	186.826	186.303	186.749	19068	15127844000	29
2015.08.28	04:00:00	186.749	187.007	186.592	186.807	26051	16437616000	29
2015.08.28	08:00:00	186.807	186.970	185.784	185.897	39469	29509687000	29
2015.08.28	12:00:00	185.895	186.224	185.387	185.573	42872	32366431000	29
2015.08.28	16:00:00	185.575	186.778	185.364	186.749	54460	38972894000	29
2015.08.28	20:00:00	186.766	187.359	186.621	187.297	25041	17619474000	30
2015.08.31	00:00:00	187.417	187.419	186.698	186.853	18251	15948257000	29
2015.08.31	04:00:00	186.851	187.146	186.479	186.794	24610	15089362000	29
2015.08.31	08:00:00	186.799	187.097	186.570	187.012	29168	22771697000	29
2015.08.31	12:00:00	187.014	187.098	186.673	186.996	25887	22370956000	29
2015.08.31	16:00:00	186.994	187.017	185.981	186.046	36493	29697793000	29
2015.08.31	20:00:00	186.046	186.156	185.841	185.973	18997	16918343000	29
2015.09.01	00:00:00	185.927	186.216	185.831	186.006	16912	11565166000	31
2015.09.01	04:00:00	186.006	186.204	185.442	185.875	30528	19174943000	29
2015.09.01	08:00:00	185.875	185.939	183.206	183.653	48275	32731405000	29
2015.09.01	12:00:00	183.645	184.760	183.240	183.291	45844	29904924000	21
2015.09.01	16:00:00	183.291	184.273	183.291	183.502	49115	32951359000	29
2015.09.01	20:00:00	183.498	183.568	182.530	182.672	33861	25950084000	21
2015.09.02	00:00:00	182.607	184.270	182.456	184.128	24108	17658322000	21
2015.09.02	04:00:00	184.136	184.245	183.537	184.006	35291	23331244000	29
2015.09.02	08:00:00	184.006	184.083	182.988	183.300	45338	35288447000	29
2015.09.02	12:00:00	183.300	183.928	182.790	183.767	42244	33996098000	29
2015.09.02	16:00:00	183.771	184.030	183.515	183.921	42745	33313241000	29
2015.09.02	20:00:00	183.920	184.177	183.830	184.054	22017	19403279000	29
2015.09.03	00:00:00	184.043	184.697	183.997	184.619	17952	13985044000	29
2015.09.03	04:00:00	184.619	184.627	184.165	184.315	23731	18075566000	29
2015.09.03	08:00:00	184.315	184.325	183.280	183.489	31864	25865957000	29
2015.09.03	12:00:00	183.488	183.976	183.370	183.557	39263	33675613000	29
2015.09.03	16:00:00	183.557	183.574	182.667	183.050	45944	38622463000	29
2015.09.03	20:00:00	183.052	183.230	182.816	183.130	26763	24975601000	30
2015.09.04	00:00:00	183.125	183.328	182.634	182.681	20431	15759146000	29
2015.09.04	04:00:00	182.681	182.841	181.395	181.669	35310	26035856000	29
2015.09.04	08:00:00	181.668	182.226	181.059	181.439	42130	32704975000	29
2015.09.04	12:00:00	181.437	182.127	180.707	180.957	38776	30910961000	29
2015.09.04	16:00:00	180.954	181.450	180.542	180.731	47752	41496888000	29
2015.09.04	20:00:00	180.734	180.822	180.452	180.493	19958	14862930000	29
2015.09.07	00:00:00	180.413	181.158	180.370	180.919	22017	19993375000	29
2015.09.07	04:00:00	180.917	181.622	180.847	181.387	35373	30604926000	29
2015.09.07	08:00:00	181.386	182.058	180.991	181.995	38917	32117483000	29
2015.09.07	12:00:00	181.995	182.334	181.732	182.106	34040	25822447000	29
2015.09.07	16:00:00	182.106	182.512	182.094	182.367	19997	13088254000	29
2015.09.07	20:00:00	182.365	182.458	182.075	182.118	14542	9535950000	30
2015.09.08	00:00:00	182.214	182.555	182.077	182.386	16876	12388140000	34
2015.09.08	04:00:00	182.386	182.477	181.798	182.313	32042	19885505000	29
2015.09.08	08:00:00	182.312	184.501	182.286	184.426	49203	37555127000	29
2015.09.08	12:00:00	184.426	184.954	184.267	184.745	37821	30495062000	29
2015.09.08	16:00:00	184.751	184.790	183.868	184.150	41657	34410632000	29
2015.09.08	20:00:00	184.149	184.696	184.149	184.425	23433	22032382000	29
2015.09.09	00:00:00	184.327	185.268	184.327	185.218	20605	15825359000	29
2015.09.09	04:00:00	185.218	185.426	184.925	184.978	30006	21396196000	29
2015.09.09	08:00:00	184.978	185.848	184.821	184.906	44191	39157025000	29
2015.09.09	12:00:00	184.906	185.935	184.782	185.907	38246	33174199000	29
2015.09.09	16:00:00	185.906	186.416	185.774	186.006	49092	43126402000	29
2015.09.09	20:00:00	186.003	186.006	185.036	185.163	36792	34413985000	29
2015.09.10	00:00:00	185.050	185.179	184.398	184.657	28905	24893548000	29
2015.09.10	04:00:00	184.657	186.243	184.231	185.158	36452	29862507000	29
2015.09.10	08:00:00	185.155	185.978	185.042	185.978	45423	38082261000	29
2015.09.10	12:00:00	185.979	187.319	185.665	185.885	49728	41634325000	29
2015.09.10	16:00:00	185.885	186.675	185.865	186.170	51942	44722418000	29
2015.09.10	20:00:00	186.177	186.723	186.067	186.252	29658	29414425000	29
2015.09.11	00:00:00	186.176	186.859	186.159	186.497	23535	17753692000	29
2015.09.11	04:00:00	186.499	186.777	186.388	186.757	23581	21616949000	29
2015.09.11	08:00:00	186.758	186.762	185.747	185.915	37753	34612501000	29
2015.09.11	12:00:00	185.914	186.448	185.778	186.136	36847	33031659000	29
2015.09.11	16:00:00	186.136	186.356	185.685	186.177	43116	36928803000	29
2015.09.11	20:00:00	186.177	186.340	185.815	185.988	19904	17887097000	29
2015.09.14	00:00:00	185.881	186.626	185.856	186.400	16130	15830497000	29
2015.09.14	04:00:00	186.401	186.610	185.689	185.755	31459	28384200000	29
2015.09.14	08:00:00	185.755	185.976	185.516	185.606	40670	35871588000	29
2015.09.14	12:00:00	185.606	185.895	185.185	185.211	33211	32130800000	29
2015.09.14	16:00:00	185.210	185.212	184.596	185.106	38055	36123830000	29
2015.09.14	20:00:00	185.110	185.409	184.987	185.366	17542	17464090000	29
2015.09.15	00:00:00	185.365	186.073	185.351	186.019	18693	16590132000	29
2015.09.15	04:00:00	186.021	186.086	185.036	185.061	27664	22985795000	29
2015.09.15	08:00:00	185.059	185.289	184.231	184.521	42439	41262956000	29
2015.09.15	12:00:00	184.521	184.896	184.205	184.454	35585	32439461000	29
2015.09.15	16:00:00	184.452	184.828	184.247	184.798	41454	37363810000	29
2015.09.15	20:00:00	184.797	184.912	184.588	184.719	20473	19698378000	29
2015.09.16	00:00:00	184.733	184.850	184.509	184.652	18490	15972144000	29
2015.09.16	04:00:00	184.649	184.726	184.473	184.527	23964	19966823000	29
2015.09.16	08:00:00	184.528	185.441	184.225	185.323	38886	34838574000	29
2015.09.16	12:00:00	185.326	186.390	185.206	186.271	40047	35895108000	29
2015.09.16	16:00:00	186.270	187.183	186.085	186.819	41217	36962962000	29
2015.09.16	20:00:00	186.819	186.987	186.681	186.725	20412	20083325000	29
2015.09.17	00:00:00	186.702	187.228	186.701	186.883	18113	15408773000	29
2015.09.17	04:00:00	186.884	187.156	186.686	187.156	24898	23510182000	29
2015.09.17	08:00:00	187.156	187.705	187.125	187.328	36904	34664645000	29
2015.09.17	12:00:00	187.328	188.056	187.302	187.833	27857	26834548000	29
2015.09.17	16:00:00	187.833	187.937	187.372	187.674	35543	34405305000	21
2015.09.17	20:00:00	187.674	188.266	186.737	187.049	53130	49347673000	29
2015.09.18	00:00:00	187.039	187.304	186.208	186.449	26355	21494518000	29
2015.09.18	04:00:00	186.448	187.358	186.218	186.565	32706	25894515000	29
2015.09.18	08:00:00	186.565	186.932	185.927	186.395	43842	40927249000	29
2015.09.18	12:00:00	186.393	186.975	186.100	186.767	45172	40699932000	29
2015.09.18	16:00:00	186.767	187.131	186.492	186.701	46092	42264312000	29
2015.09.18	20:00:00	186.704	186.711	186.151	186.183	29716	28265641000	29
2015.09.21	00:00:00	186.419	186.497	186.066	186.180	19972	17146836000	29
2015.09.21	04:00:00	186.180	186.350	186.001	186.076	19442	14670193000	31
2015.09.21	08:00:00	186.077	187.002	186.076	186.705	36725	32341489000	29
2015.09.21	12:00:00	186.705	187.318	186.470	187.098	38856	37000596000	29
2015.09.21	16:00:00	187.101	187.102	186.439	186.501	44689	38580082000	29
2015.09.21	20:00:00	186.497	186.976	186.490	186.926	26590	21791292000	29
2015.09.22	00:00:00	186.892	187.010	186.749	186.797	14045	10513254000	33
2015.09.22	04:00:00	186.796	186.923	186.686	186.826	17036	14086652000	29
2015.09.22	08:00:00	186.823	186.906	185.325	185.638	40571	37255690000	29
2015.09.22	12:00:00	185.638	185.764	184.809	184.969	45066	42903384000	29
2015.09.22	16:00:00	184.971	185.017	184.089	184.407	48490	43564922000	29
2015.09.22	20:00:00	184.407	184.750	184.152	184.558	25348	21658004000	29
2015.09.23	00:00:00	184.517	184.646	184.186	184.544	14649	11994690000	29
2015.09.23	04:00:00	184.544	184.611	183.671	183.761	23003	20471108000	29
2015.09.23	08:00:00	183.761	184.547	183.528	184.454	42132	38680955000	29
2015.09.23	12:00:00	184.454	184.481	183.336	183.358	41062	36057008000	29
2015.09.23	16:00:00	183.357	183.781	182.903	183.432	48847	43388305000	29
2015.09.23	20:00:00	183.436	183.468	183.098	183.287	28342	28604546000	29
2015.09.24	00:00:00	183.268	183.543	183.166	183.177	19747	16606464000	29
2015.09.24	04:00:00	183.177	183.391	182.803	183.133	27359	23729079000	29
2015.09.24	08:00:00	183.140	183.468	182.942	183.234	41516	37896620000	29
2015.09.24	12:00:00	183.234	183.423	181.616	181.886	50906	45484527000	29
2015.09.24	16:00:00	181.886	182.711	181.602	182.338	55999	50347314000	29
2015.09.24	20:00:00	182.338	183.009	182.297	182.963	34642	34481371000	29
2015.09.25	00:00:00	183.027	183.242	182.627	183.089	27500	25291700000	29
2015.09.25	04:00:00	183.089	183.221	182.641	183.029	30611	26357849000	29
2015.09.25	08:00:00	183.029	184.416	183.023	184.336	45151	39848786000	29
2015.09.25	12:00:00	184.335	184.351	183.337	183.684	45634	42213193000	29
2015.09.25	16:00:00	183.684	183.774	182.793	183.224	50826	45940445000	29
2015.09.25	20:00:00	183.228	183.393	182.815	182.979	29809	27431310000	29
2015.09.28	00:00:00	183.003	183.292	182.740	183.030	16892	17145104000	29
2015.09.28	04:00:00	183.030	183.109	182.758	182.898	22005	19708517000	29
2015.09.28	08:00:00	182.898	183.256	182.475	183.156	42301	35912779000	29
2015.09.28	12:00:00	183.156	183.292	182.186	182.599	42848	38797877000	29
2015.09.28	16:00:00	182.597	182.642	181.828	182.070	52556	47370606000	29
2015.09.28	20:00:00	182.068	182.177	181.626	181.926	29205	26816602000	29
2015.09.29	00:00:00	181.912	182.031	181.370	181.501	20527	16002443000	29
2015.09.29	04:00:00	181.502	181.630	181.157	181.229	27495	21711348000	29
2015.09.29	08:00:00	181.228	182.512	180.941	182.213	48289	41819190000	29
2015.09.29	12:00:00	182.212	182.287	181.427	181.777	43012	38573816000	29
2015.09.29	16:00:00	181.777	182.021	181.207	181.439	59841	57476752000	29
2015.09.29	20:00:00	181.439	181.710	181.197	181.388	35277	29252169000	29
2015.09.30	00:00:00	181.365	181.877	181.311	181.777	21591	18560669000	29
2015.09.30	04:00:00	181.776	181.893	181.469	181.799	24292	18742606000	29
2015.09.30	08:00:00	181.798	182.696	181.567	182.475	40464	34929077000	29
2015.09.30	12:00:00	182.473	183.032	182.011	182.242	41221	35488698000	22
2015.09.30	16:00:00	182.242	182.582	180.836	181.056	54664	46507139000	29
2015.09.30	20:00:00	181.059	181.542	181.046	181.323	25760	25728375000	29
2015.10.01	00:00:00	181.333	181.406	181.069	181.291	19577	17557738000	29
2015.10.01	04:00:00	181.295	182.017	181.231	181.911	30081	27191421000	29
2015.10.01	08:00:00	181.911	181.992	181.507	181.883	35343	30098567000	29
2015.10.01	12:00:00	181.883	181.947	181.107	181.361	42726	38416725000	29
2015.10.01	16:00:00	181.362	181.719	181.100	181.386	50202	43840056000	29
2015.10.01	20:00:00	181.386	181.511	181.171	181.401	24175	27281259000	21
2015.10.02	00:00:00	181.391	181.606	181.316	181.576	17003	14347883000	30
2015.10.02	04:00:00	181.576	181.794	181.517	181.614	26315	22766707000	29
2015.10.02	08:00:00	181.615	182.246	181.549	182.064	33720	30809334000	29
2015.10.02	12:00:00	182.066	182.572	181.155	181.454	40652	31712375000	29
2015.10.02	16:00:00	181.454	182.263	180.646	182.066	59380	46333155000	29
2015.10.02	20:00:00	182.066	182.476	181.854	181.941	36944	35538096000	29
2015.10.05	00:00:00	182.284	182.437	181.857	182.382	26048	25272198000	29
2015.10.05	04:00:00	182.382	182.667	182.278	182.542	26521	23471359000	32
2015.10.05	08:00:00	182.544	183.188	182.315	182.546	43791	38168386000	29
2015.10.05	12:00:00	182.544	183.026	182.293	182.359	43176	36763018000	29
2015.10.05	16:00:00	182.359	182.703	182.206	182.540	43029	33729410000	29
2015.10.05	20:00:00	182.541	182.667	182.254	182.407	20746	16315788000	29
2015.10.06	00:00:00	182.385	182.557	182.291	182.434	13414	10887588000	29
2015.10.06	04:00:00	182.435	182.723	182.417	182.694	19910	14683458000	29
2015.10.06	08:00:00	182.695	182.706	181.966	182.577	32734	24953200000	29
2015.10.06	12:00:00	182.577	182.717	182.373	182.670	29081	21918766000	29
2015.10.06	16:00:00	182.670	183.167	182.632	183.098	42851	32688181000	29
2015.10.06	20:00:00	183.098	183.259	183.009	183.011	21335	16030117000	29
2015.10.07	00:00:00	182.996	183.257	182.922	183.210	17130	13258261000	29
