<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.02.01	20:00:00	120.831	120.831	120.532	120.690	7557	0	50
2012.02.02	00:00:00	120.691	120.708	120.603	120.634	7397	0	80
2012.02.02	04:00:00	120.635	120.687	120.562	120.618	7912	0	6
2012.02.02	08:00:00	120.618	120.639	120.328	120.475	15448	0	50
2012.02.02	12:00:00	120.474	120.555	120.294	120.382	15314	0	50
2012.02.02	16:00:00	120.381	120.643	120.204	120.263	14066	0	50
2012.02.02	20:00:00	120.264	120.510	120.259	120.375	6802	0	57
2012.02.03	00:00:00	120.376	120.478	120.232	120.431	6667	0	96
2012.02.03	04:00:00	120.432	120.588	120.373	120.565	5950	0	65
2012.02.03	08:00:00	120.566	120.877	120.457	120.765	12303	0	80
2012.02.03	12:00:00	120.766	121.021	120.439	120.956	15167	0	6
2012.02.03	16:00:00	120.954	121.123	120.708	121.048	14452	0	50
2012.02.03	20:00:00	121.048	121.185	120.966	121.053	5964	0	60
2012.02.06	00:00:00	121.082	121.085	120.787	121.006	8119	0	80
2012.02.06	04:00:00	121.007	121.133	120.904	120.904	9743	0	50
2012.02.06	08:00:00	120.900	120.934	120.460	120.559	16991	0	50
2012.02.06	12:00:00	120.560	120.933	120.520	120.836	16433	0	50
2012.02.06	16:00:00	120.837	121.216	120.826	121.029	15153	0	50
2012.02.06	20:00:00	121.027	121.199	120.991	121.094	6382	0	57
2012.02.07	00:00:00	121.093	121.295	120.966	121.217	7701	0	100
2012.02.07	04:00:00	121.218	121.357	121.097	121.103	10176	0	80
2012.02.07	08:00:00	121.149	121.478	121.130	121.314	14387	0	57
2012.02.07	12:00:00	121.315	121.649	121.176	121.490	16151	0	57
2012.02.07	16:00:00	121.487	122.217	121.387	122.161	16807	0	50
2012.02.07	20:00:00	122.160	122.162	121.885	122.066	7977	0	59
2012.02.08	00:00:00	122.064	122.324	121.938	122.283	8840	0	100
2012.02.08	04:00:00	122.282	122.709	122.277	122.417	11763	0	50
2012.02.08	08:00:00	122.416	122.832	122.234	122.235	17001	0	50
2012.02.08	12:00:00	122.234	122.374	121.829	121.975	15802	0	55
2012.02.08	16:00:00	121.974	122.051	121.388	121.858	16175	0	50
2012.02.08	20:00:00	121.847	121.890	121.726	121.818	7100	0	57
2012.02.09	00:00:00	121.819	122.002	121.682	121.962	9090	0	80
2012.02.09	04:00:00	121.961	122.321	121.899	122.217	11791	0	50
2012.02.09	08:00:00	122.218	122.399	122.091	122.196	16522	0	50
2012.02.09	12:00:00	122.196	122.635	122.000	122.520	18507	0	50
2012.02.09	16:00:00	122.521	122.838	122.333	122.822	15540	0	51
2012.02.09	20:00:00	122.823	122.934	122.756	122.765	7211	0	80
2012.02.10	00:00:00	122.764	122.872	122.522	122.636	9645	0	80
2012.02.10	04:00:00	122.637	122.642	122.491	122.525	9827	0	50
2012.02.10	08:00:00	122.527	123.138	122.447	123.027	16332	0	17
2012.02.10	12:00:00	123.026	123.076	122.287	122.356	17586	0	50
2012.02.10	16:00:00	122.357	122.432	122.010	122.054	14939	0	50
2012.02.10	20:00:00	122.051	122.425	122.033	122.223	5313	0	63
2012.02.13	00:00:00	122.592	122.615	122.393	122.457	10296	0	80
2012.02.13	04:00:00	122.456	122.550	122.444	122.536	9846	0	50
2012.02.13	08:00:00	122.538	122.899	122.489	122.810	16941	0	50
2012.02.13	12:00:00	122.810	122.886	122.482	122.499	14698	0	50
2012.02.13	16:00:00	122.501	122.524	122.161	122.301	14806	0	50
2012.02.13	20:00:00	122.300	122.424	122.128	122.133	6843	0	57
2012.02.14	00:00:00	122.134	122.150	121.652	121.827	11486	0	80
2012.02.14	04:00:00	121.826	122.485	121.798	122.429	12519	0	50
2012.02.14	08:00:00	122.428	123.029	122.342	122.824	17840	0	50
2012.02.14	12:00:00	122.825	122.955	122.490	122.658	15917	0	50
2012.02.14	16:00:00	122.656	123.053	122.497	122.975	15467	0	51
2012.02.14	20:00:00	122.974	123.127	122.699	122.992	10063	0	80
2012.02.15	00:00:00	122.994	123.319	122.902	123.296	11382	0	100
2012.02.15	04:00:00	123.297	123.461	123.267	123.328	11570	0	50
2012.02.15	08:00:00	123.329	123.434	122.971	123.210	15386	0	50
2012.02.15	12:00:00	123.213	123.474	122.698	122.728	17715	0	50
2012.02.15	16:00:00	122.724	123.076	122.592	122.841	15810	0	50
2012.02.15	20:00:00	122.839	123.136	122.781	122.958	11171	0	80
2012.02.16	00:00:00	122.956	123.140	122.783	122.928	10393	0	80
2012.02.16	04:00:00	122.925	122.932	122.782	122.870	10615	0	50
2012.02.16	08:00:00	122.870	123.567	122.810	123.494	16642	0	51
2012.02.16	12:00:00	123.495	123.857	123.300	123.797	15911	0	51
2012.02.16	16:00:00	123.796	124.636	123.787	124.484	18454	0	50
2012.02.16	20:00:00	124.472	124.770	124.463	124.634	8862	0	57
2012.02.17	00:00:00	124.635	125.194	124.488	125.035	11108	0	80
2012.02.17	04:00:00	125.036	125.047	124.849	124.973	8474	0	50
2012.02.17	08:00:00	124.974	125.331	124.719	125.262	16610	0	50
2012.02.17	12:00:00	125.263	125.680	125.167	125.500	18560	0	50
2012.02.17	16:00:00	125.501	125.818	125.291	125.778	15826	0	50
2012.02.17	20:00:00	125.777	126.032	125.729	125.924	6425	0	51
2012.02.20	00:00:00	126.441	126.799	126.071	126.086	11989	0	80
2012.02.20	04:00:00	126.085	126.356	126.080	126.213	9279	0	50
2012.02.20	08:00:00	126.214	126.270	125.757	126.049	17346	0	50
2012.02.20	12:00:00	126.048	126.296	125.879	125.927	15493	0	50
2012.02.20	16:00:00	125.925	126.152	125.876	126.122	12115	0	50
2012.02.20	20:00:00	126.119	126.307	125.992	126.082	6263	0	57
2012.02.21	00:00:00	126.083	126.434	125.863	126.260	10889	0	15
2012.02.21	04:00:00	126.259	126.508	125.999	126.483	12617	0	50
2012.02.21	08:00:00	126.485	126.618	126.096	126.133	18117	0	50
2012.02.21	12:00:00	126.133	126.172	125.618	125.761	16527	0	50
2012.02.21	16:00:00	125.762	126.195	125.664	125.824	13619	0	50
2012.02.21	20:00:00	125.825	125.859	125.672	125.782	8952	0	11
2012.02.22	00:00:00	125.781	126.074	125.762	125.893	9180	0	80
2012.02.22	04:00:00	125.892	126.408	125.892	126.376	10791	0	50
2012.02.22	08:00:00	126.377	126.554	125.814	125.964	17571	0	50
2012.02.22	12:00:00	125.965	126.207	125.572	125.663	16277	0	50
2012.02.22	16:00:00	125.662	126.095	125.581	125.916	14458	0	50
2012.02.22	20:00:00	125.913	125.927	125.653	125.765	7271	0	57
2012.02.23	00:00:00	125.771	125.812	125.496	125.525	8068	0	84
2012.02.23	04:00:00	125.524	125.783	125.427	125.766	7945	0	80
2012.02.23	08:00:00	125.768	125.937	125.569	125.842	16045	0	50
2012.02.23	12:00:00	125.841	126.181	125.763	125.862	15228	0	50
2012.02.23	16:00:00	125.865	125.992	125.713	125.758	14660	0	10
2012.02.23	20:00:00	125.759	125.947	125.593	125.892	9259	0	80
2012.02.24	00:00:00	125.890	126.241	125.790	126.058	8259	0	80
2012.02.24	04:00:00	126.059	126.728	126.037	126.686	11123	0	50
2012.02.24	08:00:00	126.684	127.395	126.602	127.240	17180	0	50
2012.02.24	12:00:00	127.238	128.083	127.139	127.990	16335	0	50
2012.02.24	16:00:00	127.989	128.509	127.852	128.374	15414	0	50
2012.02.24	20:00:00	128.379	128.926	128.327	128.855	6669	0	50
2012.02.27	00:00:00	129.612	129.624	128.503	128.694	11595	0	80
2012.02.27	04:00:00	128.695	128.879	128.415	128.550	9240	0	50
